s [m],sigma at t_1 [C/m^2],sigma at t_2 [C/m^2],sigma at t_3 [C/m^2],sigma at t_4 [C/m^2],sigma at t_5 [C/m^2],sigma at t_6 [C/m^2]
9.34099E-5,4.20235493379476E-10,7.23070274411617E-9,4.54688760740106E-4,2.75486449509479E-4,1.98260188828728E-4,2.25967726285952E-4
9.36097E-5,4.20259844568161E-10,7.07464985978969E-9,4.55152229010484E-4,2.75599761491041E-4,1.98260524593011E-4,2.25950890137612E-4
9.38095E-5,4.20284195756846E-10,6.91865659989985E-9,4.55603568008734E-4,2.75702330352967E-4,1.98260860357294E-4,2.25934053989271E-4
9.40093E-5,4.20308546945531E-10,6.77309830330331E-9,4.56061257834141E-4,2.75809596766112E-4,1.98227473293151E-4,2.25867660942884E-4
9.42092E-5,4.20332910321998E-10,6.62816377065598E-9,4.56531076931676E-4,2.75927606298893E-4,1.98229474602185E-4,2.25847776080571E-4
9.4409E-5,4.20290804694553E-10,6.48331909864798E-9,4.56988955113239E-4,2.7603515013841E-4,1.98196540999114E-4,2.2578178571831E-4
9.46088E-5,4.20171453806801E-10,6.34788122183275E-9,4.57444729862667E-4,2.76140556028984E-4,1.98198354510228E-4,2.25759682546564E-4
9.48086E-5,4.20052102919049E-10,6.21315522283424E-9,4.57912445528067E-4,2.76256427612821E-4,1.98200168021341E-4,2.25737579374817E-4
9.50084E-5,4.19932790519187E-10,6.07846496745118E-9,4.58368334969139E-4,2.76361524473237E-4,1.98166867491663E-4,2.25670045216816E-4
9.52082E-5,4.1981372234763E-10,5.95241627941913E-9,4.58827025067728E-4,2.76468868100724E-4,1.98168834943643E-4,2.25648444929139E-4
9.5408E-5,4.19694654176072E-10,5.82696769654481E-9,4.59297541390645E-4,2.76586986451632E-4,1.98170802395623E-4,2.25626844641462E-4
9.56078E-5,4.19575586004515E-10,5.70157076114172E-9,4.59756441083981E-4,2.76694527062875E-4,1.98137951946205E-4,2.2555928294867E-4
9.58076E-5,4.19456532350286E-10,5.58452331997997E-9,4.60212222258946E-4,2.76800064093234E-4,1.98140246023119E-4,2.25540943479434E-4
9.60074E-5,4.19337482094493E-10,5.46803913370054E-9,4.60679620063493E-4,2.76916178863258E-4,1.98142540100033E-4,2.25522604010197E-4
9.62072E-5,4.192184318387E-10,5.3515415072609E-9,4.61135437973084E-4,2.77021705895392E-4,1.98109938693551E-4,2.2545790500266E-4
9.6407E-5,4.19224221486609E-10,5.24280492238358E-9,4.61592820377941E-4,2.77128768984649E-4,1.98112278207771E-4,2.25437887617441E-4
9.66068E-5,4.193631134517E-10,5.13464011517276E-9,4.62061782677754E-4,2.77246419811797E-4,1.98114617721991E-4,2.25417870232223E-4
9.68066E-5,4.19502005416792E-10,5.0265133350025E-9,4.62519213987147E-4,2.77353340672103E-4,1.98116957236211E-4,2.25397852847005E-4
9.70064E-5,4.19640897381884E-10,4.92538788683024E-9,4.62978356181236E-4,2.77462468332377E-4,1.98086220617234E-4,2.25334460705987E-4
9.72062E-5,4.19779789346976E-10,4.82472012518778E-9,4.63449029365744E-4,2.77582325959494E-4,1.98090485343462E-4,2.25317302400626E-4
9.7406E-5,4.19918681312067E-10,4.72407780170256E-9,4.63908358074752E-4,2.77691726552176E-4,1.9809475006969E-4,2.25300144095265E-4
9.76058E-5,4.20057573277159E-10,4.62998875813721E-9,4.64367252138125E-4,2.77802590827728E-4,1.98064190289549E-4,2.25235045086446E-4
9.78056E-5,4.20195982693755E-10,4.53631443665498E-9,4.64837490676997E-4,2.77923912137716E-4,1.98068255770257E-4,2.25216651916528E-4
9.80054E-5,4.2033429420617E-10,4.44280619429144E-9,4.65296545364336E-4,2.78034529029177E-4,1.98072321250964E-4,2.2519825874661E-4
9.82052E-5,4.20472605718585E-10,4.35512477477477E-9,4.65748497123019E-4,2.78141590206125E-4,1.98041476649704E-4,2.25136026639573E-4
9.8405E-5,4.20369728558531E-10,4.26762508763144E-9,4.66211632733236E-4,2.78259355801599E-4,1.98045395926919E-4,2.2512004602799E-4
9.86048E-5,4.20030916340656E-10,4.18005501251878E-9,4.66663592235689E-4,2.78366425126885E-4,1.98049315204134E-4,2.25104065416407E-4
9.88046E-5,4.19692104122781E-10,4.09785825738608E-9,4.67116884626012E-4,2.78477231715724E-4,1.98021048914529E-4,2.25040517549757E-4
9.90045E-5,4.19353176346675E-10,4.01604209313971E-9,4.67581353124099E-4,2.78598734574751E-4,1.98027676714562E-4,2.25024191642046E-4
9.92043E-5,4.19014664760758E-10,3.93429936404607E-9,4.68034920864057E-4,2.7870955880467E-4,1.9799966509229E-4,2.24961490715431E-4
9.94041E-5,4.18676153174842E-10,3.85784356034051E-9,4.68483252934004E-4,2.78818650672493E-4,1.98006576192775E-4,2.24944311539228E-4
9.96039E-5,4.18337641588926E-10,3.78168782674011E-9,4.68942485762079E-4,2.78938421169423E-4,1.9801348729326E-4,2.24927132363025E-4
9.98037E-5,4.17998703971119E-10,3.70555795192789E-9,4.69390774977346E-4,2.79047514544249E-4,1.97985633905484E-4,2.24863025164115E-4
1.00003E-4,4.17660541516245E-10,3.63444372745491E-9,4.69839869280827E-4,2.79160818022987E-4,1.97994994185147E-4,2.24843048971694E-4
1.00203E-4,4.1732119133574E-10,3.563487E-9,4.70299907197116E-4,2.79284798623831E-4,1.98004387340856E-4,2.24823002617032E-4
1.00403E-4,4.17427243975904E-10,3.4927908E-9,4.70749105423293E-4,2.79398275972908E-4,1.98013780496564E-4,2.2480295626237E-4
1.00603E-4,4.17936280120482E-10,3.42703904522613E-9,4.71191099072917E-4,2.79509466787705E-4,1.97988053916878E-4,2.24734467695276E-4
1.00803E-4,4.1844531626506E-10,3.36164645E-9,4.71643932412654E-4,2.79631160854269E-4,1.97996876004105E-4,2.24712740879183E-4
1.01002E-4,4.18951714285714E-10,3.2966116E-9,4.72086102175227E-4,2.79742130187857E-4,1.98005653980896E-4,2.24691122697171E-4
1.01202E-4,4.19460285714286E-10,3.23518467336683E-9,4.72524876338782E-4,2.79855199679969E-4,1.97980420464514E-4,2.2462282799226E-4
1.01402E-4,4.19968857142857E-10,3.17427895E-9,4.72974314079501E-4,2.79978993905056E-4,1.97989858444972E-4,2.24601220103357E-4
1.01602E-4,4.20477428571429E-10,3.11340785E-9,4.73413199129788E-4,2.80092062364136E-4,1.97964668970352E-4,2.24532318573633E-4
1.01802E-4,4.20985352409639E-10,3.05623773869347E-9,4.73844819697838E-4,2.80204601729061E-4,1.97973965765617E-4,2.24514944569734E-4
1.02002E-4,4.2149318373494E-10,2.9995345E-9,4.7428699295632E-4,2.80327866859992E-4,1.97983262560881E-4,2.24497570565834E-4
1.02201E-4,4.21998475903615E-10,2.943402E-9,4.74718700189482E-4,2.80440387975639E-4,1.9799251287217E-4,2.24480283431954E-4
1.02401E-4,4.21731917293233E-10,2.8891755E-9,4.75146674047878E-4,2.80555186313578E-4,1.97968303110882E-4,2.24416664978763E-4
1.02601E-4,4.20831766917293E-10,2.83454316582914E-9,4.75585113931594E-4,2.80680728666803E-4,1.97978723427012E-4,2.24400985421983E-4
1.02801E-4,4.19931616541353E-10,2.780149E-9,4.7601306640553E-4,2.80795611190562E-4,1.97954558460411E-4,2.2433662713674E-4
1.03001E-4,4.19031804511278E-10,2.729189E-9,4.76433202382496E-4,2.80910483755721E-4,1.97965207420855E-4,2.24320921485481E-4
1.032E-4,4.1813765112782E-10,2.67841226130653E-9,4.76863825769242E-4,2.81036016150347E-4,1.97975803136497E-4,2.24305294362479E-4
1.034E-4,4.17239004511278E-10,2.627619E-9,4.77284135988121E-4,2.81150803298027E-4,1.97986452096942E-4,2.24289588711221E-4
1.036E-4,4.16340357894737E-10,2.58005E-9,4.77698472025486E-4,2.81267510847675E-4,1.97963110046342E-4,2.24223470195497E-4
1.038E-4,4.154405E-10,2.53240462311558E-9,4.7812312123072E-4,2.81394963644267E-4,1.97974356635357E-4,2.24205766970302E-4
1.04E-4,4.145405E-10,2.4844582E-9,4.78537534875845E-4,2.81511712785236E-4,1.97950998921546E-4,2.24139125508362E-4
1.04199E-4,4.13645E-10,2.44069E-9,4.78942167150907E-4,2.81628553402743E-4,1.97961985499937E-4,2.24123216660796E-4
1.04399E-4,4.13775371428572E-10,2.397403E-9,4.79357034986077E-4,2.81756097675875E-4,1.97973027287265E-4,2.24107227869272E-4
1.04599E-4,4.14683040601504E-10,2.35428974874372E-9,4.79761843176873E-4,2.81872833185087E-4,1.97949481919391E-4,2.24042371776957E-4
1.04799E-4,4.15590709774436E-10,2.3147612E-9,4.80158789920364E-4,2.81991438961469E-4,1.979609770532E-4,2.24026938517529E-4
1.04999E-4,4.16498861445783E-10,2.27504785E-9,4.8056579630823E-4,2.8212085350177E-4,1.97972472187009E-4,2.24011505258102E-4
1.05198E-4,4.17403951807229E-10,2.23533638190955E-9,4.8096285434393E-4,2.82239530790083E-4,1.97983909845149E-4,2.23996149164971E-4
1.05398E-4,4.18313590361446E-10,2.1982241E-9,4.81346024081996E-4,2.82355629706176E-4,1.9795874583147E-4,2.23928718366703E-4
1.05598E-4,4.19223228915663E-10,2.161225E-9,4.81739142172225E-4,2.82482465874257E-4,1.97967963856838E-4,2.23910236682439E-4
1.05798E-4,4.20133822556391E-10,2.124225E-9,4.82122445362273E-4,2.82598499892886E-4,1.97942944188858E-4,2.23842893180533E-4
1.05998E-4,4.2104449924812E-10,2.08941814070352E-9,4.82499576628447E-4,2.82719975144427E-4,1.97953063708183E-4,2.23826710925461E-4
1.06197E-4,4.21950622556391E-10,2.05503475E-9,4.82886522794803E-4,2.82852252545421E-4,1.97963132629911E-4,2.23810609581664E-4
1.06397E-4,4.22208661654135E-10,2.02017915E-9,4.83263629330893E-4,2.82973812367563E-4,1.97973252149235E-4,2.23794427326591E-4
1.06597E-4,4.22013172932331E-10,1.98630316582915E-9,4.8362753578323E-4,2.83094153675259E-4,1.97950769712832E-4,2.23728912865845E-4
1.06797E-4,4.21817684210526E-10,1.9529532E-9,4.84001281865832E-4,2.83225212561805E-4,1.97962483962698E-4,2.23712820247484E-4
1.06997E-4,4.2162155873494E-10,1.9196424E-9,4.84365434159568E-4,2.83345465700949E-4,1.97939956684028E-4,2.23646907916179E-4
1.07196E-4,4.21424656626506E-10,1.88843145728643E-9,4.84718403360021E-4,2.83467518619901E-4,1.97953480238572E-4,2.23632783707402E-4
1.07396E-4,4.21226765060241E-10,1.8572856E-9,4.8508096634934E-4,2.83600377286256E-4,1.97967071750677E-4,2.236185885227E-4
1.07596E-4,4.21028873493976E-10,1.8261552E-9,4.85433933214236E-4,2.83722423422713E-4,1.97980663262782E-4,2.23604393337999E-4
1.07796E-4,4.20829848120301E-10,1.7969836E-9,4.85772062569248E-4,2.83844371284754E-4,1.97960370026667E-4,2.23539769526369E-4
1.07996E-4,4.2063075037594E-10,1.76773396984925E-9,4.86119788048682E-4,2.83977131676694E-4,1.97974394304737E-4,2.23525687782303E-4
1.08195E-4,4.20432648120301E-10,1.7388412E-9,4.86458127159017E-4,2.84098917923223E-4,1.97988348461416E-4,2.23511676446957E-4
1.08395E-4,4.19978710843374E-10,1.7113376E-9,4.86781679237511E-4,2.84220733856148E-4,1.97968316950624E-4,2.23446138631051E-4
1.08595E-4,4.19361843373494E-10,1.6836783919598E-9,4.87114617685103E-4,2.84353523934483E-4,1.9798266711127E-4,2.23431240980864E-4
1.08795E-4,4.18744975903615E-10,1.6561532E-9,4.8743814130229E-4,2.84475351415928E-4,1.97962659542751E-4,2.23365491714414E-4
1.08995E-4,4.18128813533835E-10,1.6302351E-9,4.8774649984745E-4,2.84597605334633E-4,1.97977605364798E-4,2.23348661374766E-4
1.09194E-4,4.1751744962406E-10,1.6045044E-9,4.88064273223014E-4,2.84730821850228E-4,1.97992476457735E-4,2.23331915186817E-4
1.09394E-4,4.16903013533835E-10,1.57851E-9,4.88372687546469E-4,2.84853210230264E-4,1.98007422279782E-4,2.23315084847169E-4
1.09594E-4,4.16288577443609E-10,1.55400575E-9,4.88668141006984E-4,2.84978580188408E-4,1.9799025233451E-4,2.23250927980006E-4
1.09794E-4,4.15673542168675E-10,1.5295461E-9,4.88972953519609E-4,2.85114778282111E-4,1.98007251515291E-4,2.23238021517412E-4
1.09994E-4,4.15058481927711E-10,1.50459894472362E-9,4.89268638796879E-4,2.85239972944919E-4,1.97990034891483E-4,2.23173657237893E-4
1.10193E-4,4.14446496987952E-10,1.4821182E-9,4.89544570612068E-4,2.85362619340639E-4,1.9800589516071E-4,2.23161269088552E-4
1.10393E-4,4.14555446616541E-10,1.4599649E-9,4.89829629662611E-4,2.85496269167255E-4,1.98021835129782E-4,2.23148818687205E-4
1.10593E-4,4.15080559398496E-10,1.43790180904523E-9,4.90105641405266E-4,2.85618931956429E-4,1.98037775098854E-4,2.23136368285857E-4
1.10793E-4,4.15605672180451E-10,1.4177915E-9,4.90367625280815E-4,2.857442301007E-4,1.98021799919885E-4,2.23074563496507E-4
1.10993E-4,4.16130505263158E-10,1.3975475E-9,4.90638656464252E-4,2.85880515282413E-4,1.98039952754746E-4,2.23064711479282E-4
1.11193E-4,4.16654715789474E-10,1.3773072E-9,4.90900748941893E-4,2.86005900679589E-4,1.98024153191914E-4,2.23002591933097E-4
1.11392E-4,4.17176305263158E-10,1.35849592964824E-9,4.91145069338969E-4,2.86131545653379E-4,1.98043511634667E-4,2.22990182753416E-4
1.11592E-4,4.17700515789474E-10,1.3397134E-9,4.91398328441842E-4,2.86268090411706E-4,1.98062967356027E-4,2.22977711216049E-4
1.11792E-4,4.18226090361446E-10,1.3209334E-9,4.91642732644773E-4,2.86393782667283E-4,1.98048581150917E-4,2.22912641089253E-4
1.11992E-4,4.18751692771084E-10,1.3033291959799E-9,4.91871422198689E-4,2.865221086911E-4,1.98067915410505E-4,2.22902754063268E-4
1.12192E-4,4.19277295180723E-10,1.28583725E-9,4.92108966652548E-4,2.86661287217668E-4,1.98087249670094E-4,2.22892867037283E-4
1.12391E-4,4.19315544360902E-10,1.2682019E-9,4.92337723490748E-4,2.8678962744665E-4,1.98106487258384E-4,2.22883029446429E-4
1.12591E-4,4.19101108270677E-10,1.25065844221106E-9,4.92546833809046E-4,2.86917119228689E-4,1.98089578221173E-4,2.22819052977387E-4
1.12791E-4,4.18886672180451E-10,1.23345975E-9,4.92764731743003E-4,2.87055449308311E-4,1.981062910859E-4,2.22807721380975E-4
1.12991E-4,4.18671930722892E-10,1.21626975E-9,4.92973971931365E-4,2.87183000686809E-4,1.9808966172753E-4,2.22743724767283E-4
1.13191E-4,4.18456569277108E-10,1.20009375E-9,4.9316610856337E-4,2.87312435109276E-4,1.98107735810595E-4,2.22734275754088E-4
1.1339E-4,4.18242284638554E-10,1.18394577889447E-9,4.9336690294097E-4,2.87452648232868E-4,1.98125719523245E-4,2.22724873985959E-4
1.1359E-4,4.18026927819549E-10,1.1678035E-9,4.93559049009035E-4,2.8758211641588E-4,1.9814379360631E-4,2.22715424972764E-4
1.1379E-4,4.17812491729323E-10,1.1525995E-9,4.93731175422891E-4,2.87711736308066E-4,1.98129532222621E-4,2.2265379268899E-4
1.1399E-4,4.17598055639098E-10,1.13734512562814E-9,4.93911950146282E-4,2.87852101140832E-4,1.98148550125863E-4,2.22645302266755E-4
1.1419E-4,4.17383619548872E-10,1.122144E-9,4.9408418257478E-4,2.879819027814E-4,1.98134619367624E-4,2.22583340594704E-4
1.14389E-4,4.1726844126506E-10,1.10806325E-9,4.94236193542042E-4,2.88112507906018E-4,1.98153142872141E-4,2.22574046032105E-4
1.14589E-4,4.17199465361446E-10,1.093943E-9,4.94396746804197E-4,2.88253676222836E-4,1.98171759459596E-4,2.22564704763161E-4
1.14789E-4,4.17130489457831E-10,1.07976361809045E-9,4.94549002826952E-4,2.88384132180731E-4,1.9815752164074E-4,2.22502283167658E-4
1.14989E-4,4.17061443609023E-10,1.0666028E-9,4.94678678744895E-4,2.88513543256355E-4,1.98174885713676E-4,2.22494417298392E-4
1.15189E-4,4.16992270676692E-10,1.0534628E-9,4.94816651902238E-4,2.886536666909E-4,1.98192249786612E-4,2.22486551429125E-4
1.15388E-4,4.16923443609023E-10,1.04031432160804E-9,4.94946358832308E-4,2.88783141247293E-4,1.98209527039184E-4,2.22478724889205E-4
1.15588E-4,4.16854263157895E-10,1.0280058E-9,4.95058196898444E-4,2.88915889924488E-4,1.98195977770188E-4,2.22419808152438E-4
1.15788E-4,4.16784789473684E-10,1.0157158E-9,4.95178301191853E-4,2.89059287479837E-4,1.98215082172582E-4,2.22414547490396E-4
1.15988E-4,4.16715315789474E-10,1.0032667839196E-9,4.95290242664874E-4,2.89192164496123E-4,1.98201843679716E-4,2.22355545309232E-4
1.16188E-4,4.16645842105263E-10,9.91881535E-10,4.95381154378578E-4,2.89326221238091E-4,1.98220973335434E-4,2.22348751228004E-4
1.16387E-4,4.16765046686747E-10,9.80663460000001E-10,4.95480228912669E-4,2.89470798519122E-4,1.98240007342873E-4,2.22341991117182E-4
1.16587E-4,4.16966552710843E-10,9.6943162E-10,4.95571155834521E-4,2.8960486149682E-4,1.98259136998591E-4,2.22335197035954E-4
1.16787E-4,4.1716805873494E-10,9.58880065326633E-10,4.95639842754795E-4,2.89739853857041E-4,1.98246567356156E-4,2.22276056646986E-4
1.16987E-4,4.1736945112782E-10,9.4835389E-10,4.9571667728731E-4,2.89885360520596E-4,1.98266237820411E-4,2.22270830214393E-4
1.17187E-4,4.17570654135338E-10,9.3782789E-10,4.95785407267871E-4,2.90020443465143E-4,1.98253924499222E-4,2.22211355651729E-4
1.17386E-4,4.1777085112782E-10,9.27904472361809E-10,4.95829166658081E-4,2.9015436273662E-4,1.98272541755951E-4,2.22205198199609E-4
1.17586E-4,4.17972081325301E-10,9.17982815E-10,4.95881030600246E-4,2.90298705727105E-4,1.98291252566734E-4,2.22199009805519E-4
1.17786E-4,4.18173888554217E-10,9.08067725E-10,4.95925020211372E-4,2.90432516796579E-4,1.98309963377517E-4,2.22192821411428E-4
1.17986E-4,4.18375695783133E-10,8.98741755E-10,4.95946646086387E-4,2.90568081898868E-4,1.98297387673121E-4,2.22135709648438E-4
1.18186E-4,4.18577503012048E-10,8.89377648241206E-10,4.95976146292441E-4,2.90714178922167E-4,1.98316735085054E-4,2.22132576883736E-4
1.18385E-4,4.18335472180451E-10,8.798871E-10,4.9599784754519E-4,2.90849794027919E-4,1.98335985759927E-4,2.22129459782858E-4
1.18585E-4,4.17922239097744E-10,8.7031755E-10,4.95995813201906E-4,2.90986032750556E-4,1.98323549777419E-4,2.22073171706048E-4
1.18785E-4,4.17509006015038E-10,8.60920939698493E-10,4.96001577811926E-4,2.91132753390741E-4,1.98342851569577E-4,2.22071452676781E-4
1.18985E-4,4.17095646084337E-10,8.5157347E-10,4.95999528009526E-4,2.91269014705015E-4,1.98330513546884E-4,2.22014752637036E-4
1.19185E-4,4.1668209186747E-10,8.4284621E-10,4.95975562197187E-4,2.91406973898284E-4,1.98350612272318E-4,2.22013843740088E-4
1.19384E-4,4.16270605421687E-10,8.34116738693467E-10,4.95959410797269E-4,2.91555392417464E-4,1.98370610504126E-4,2.22012939387626E-4
1.19584E-4,4.15857073684211E-10,8.2538729E-10,4.95935462257467E-4,2.91693395796706E-4,1.9839070922956E-4,2.22012030490678E-4
1.19784E-4,4.15443840601504E-10,8.1720675E-10,4.95886207766256E-4,2.91830323992404E-4,1.98377937013897E-4,2.21955259399868E-4
1.19984E-4,4.15030607518797E-10,8.090268E-10,4.95844750414929E-4,2.91977667328041E-4,1.98396573817679E-4,2.21953470968654E-4
1.20184E-4,4.1461737443609E-10,8.00719542713568E-10,4.9579554850396E-4,2.92114745940535E-4,1.98384134396829E-4,2.21896407368362E-4
1.20384E-4,4.14735612030075E-10,7.9366126E-10,4.9572620902399E-4,2.92255073968968E-4,1.98404446763851E-4,2.21897433578472E-4
1.20583E-4,4.15034261654135E-10,7.8673164E-10,4.95664614103664E-4,2.92405666720544E-4,1.98424657569038E-4,2.21898454657531E-4
1.20783E-4,4.15334412030075E-10,7.79734984924623E-10,4.95595468773375E-4,2.92546006102269E-4,1.9844496993606E-4,2.21899480867641E-4
1.20983E-4,4.1563475E-10,7.7318076E-10,4.95502249496065E-4,2.92686266184612E-4,1.98433711977755E-4,2.21843021063327E-4
1.21183E-4,4.15935352409639E-10,7.6662876E-10,4.95416580628718E-4,2.92836779636806E-4,1.9845331712359E-4,2.2184166727446E-4
1.21383E-4,4.16235954819277E-10,7.6008074E-10,4.9532333489837E-4,2.92976939542493E-4,1.98441993329517E-4,2.21785013612889E-4
1.21582E-4,4.16535040601504E-10,7.5390303517588E-10,4.952055269077E-4,2.93117216906411E-4,1.98461643738523E-4,2.21786693013689E-4
1.21782E-4,4.16835491729323E-10,7.47727875E-10,4.95095295780031E-4,2.93267847816835E-4,1.98481392893302E-4,2.21788380853689E-4
1.21982E-4,4.17135942857143E-10,7.4179267E-10,4.94977515363101E-4,2.93408140458688E-4,1.98470318327502E-4,2.21734426591008E-4
1.22182E-4,4.17436393984962E-10,7.3573E-10,4.94837686424738E-4,2.93550250982462E-4,1.98490489999197E-4,2.21736215887994E-4
1.22382E-4,4.17256301204819E-10,7.29456E-10,4.94705406775636E-4,2.93702699774808E-4,1.98510661670892E-4,2.21738005184981E-4
1.22581E-4,4.16930228915663E-10,7.23140735000001E-10,4.94565538350911E-4,2.93844955977493E-4,1.98530732484228E-4,2.21739785535483E-4
1.22781E-4,4.16602518072289E-10,7.17007E-10,4.9440502405424E-4,2.93989348155054E-4,1.98520894463374E-4,2.21690103787194E-4
1.22981E-4,4.16274891729323E-10,7.10976E-10,4.94252098533193E-4,2.94143932922278E-4,1.98541557749287E-4,2.21696338744696E-4
1.23181E-4,4.15947372932331E-10,7.04951E-10,4.94091602646093E-4,2.94288570990163E-4,1.98532210087143E-4,2.21646213822021E-4
1.23381E-4,4.15619854135338E-10,6.99309E-10,4.93907819525204E-4,2.94433748512773E-4,1.9855176741985E-4,2.21652338499832E-4
1.2358E-4,4.15293906766917E-10,6.93668E-10,4.93731606770367E-4,2.94588872734721E-4,1.98571226965892E-4,2.21658432554253E-4
1.2378E-4,4.14965786466165E-10,6.8803E-10,4.93548001484787E-4,2.94733911308739E-4,1.98590784298599E-4,2.21664557232063E-4
1.2398E-4,4.14637666165413E-10,6.82735E-10,4.93341309103194E-4,2.94879112157042E-4,1.98578705962208E-4,2.21615975413423E-4
1.2418E-4,4.14309545864662E-10,6.77416125E-10,4.93142009252344E-4,2.95034398653276E-4,1.98596609634535E-4,2.21623320969003E-4
1.2438E-4,4.14624879518072E-10,6.7244671E-10,4.92935249652077E-4,2.95179556006412E-4,1.98584570715684E-4,2.21574382603185E-4
1.24579E-4,4.15113987951807E-10,6.68608E-10,4.92706373536787E-4,2.95325311932186E-4,1.98602085087885E-4,2.21581631312829E-4
1.24779E-4,4.15605554216867E-10,6.6440812E-10,4.92484957170915E-4,2.95481197001056E-4,1.98619687472007E-4,2.2158891644815E-4
1.24979E-4,4.16097057142857E-10,6.60233455E-10,4.92256118204943E-4,2.95627130536789E-4,1.98637289856128E-4,2.21596201583471E-4
1.25179E-4,4.16588485714286E-10,6.56324455E-10,4.92008245887871E-4,2.95776198871973E-4,1.9862647890662E-4,2.21546967719355E-4
1.25379E-4,4.17079914285714E-10,6.52415366834171E-10,4.91767796170899E-4,2.95935218740294E-4,1.98645213146255E-4,2.21553893032881E-4
