t [s],U_a [V],U_m [V],U_g [V],I [A]
3.95665880815508E-6,2990.60281604081,2134.78390980449,855.818906236317,0.02078
3.95666860389327E-6,2990.60369221873,2135.46146005711,855.14223216162,0.0208
3.95667811497911E-6,2990.60454289696,2136.09056995539,854.513972941565,0.0209
3.95668732346926E-6,2990.60536647418,2136.67530304967,853.930063424513,0.02096
3.95669656101071E-6,2990.60619261344,2137.26243567776,853.343756935685,0.02096
3.95670608684127E-6,2990.60704449723,2137.87631104355,852.730733453683,0.02095
3.95671544005873E-6,2990.6078809069,2138.4568249755,852.1510559314,0.02111
3.95672420664444E-6,2990.60866482338,2138.96578732552,851.64287749786,0.02111
3.9567327493693E-6,2990.60942869059,2139.45935378021,851.150074910382,0.0211
3.9567416616409E-6,2990.6102255686,2140.00784898616,850.60237658244,0.02104
3.95675114905596E-6,2990.61107383514,2140.6235441646,849.987529670541,0.02101
3.95676046377791E-6,2990.61190662403,2141.209729353,849.402177271035,0.02109
3.95676934849059E-6,2990.61270093329,2141.74285705412,848.869843879171,0.02116
3.95677819791663E-6,2990.61349205452,2142.27910031633,848.334391738188,0.02115
3.95678731456675E-6,2990.61430703024,2142.84804045368,847.766266576558,0.02114
3.95679669874865E-6,2990.61514588485,2143.44425422443,847.170891660425,0.02115
3.95680620116614E-6,2990.61599527044,2144.05009600505,846.565899265396,0.02118
3.95681554442338E-6,2990.61683039187,2144.62953878129,845.987291610582,0.02133
3.95682431590151E-6,2990.61761437262,2145.13788041588,845.479733956738,0.02133
3.95683285130858E-6,2990.61837722233,2145.6308734096,844.987503812727,0.02133
3.95684175250926E-6,2990.61917273175,2146.16921493768,844.449957794067,0.02129
3.95685107604736E-6,2990.62000594979,2146.76029876129,843.859707188501,0.02126
3.95686032978389E-6,2990.62083289333,2147.33674424117,843.284088652161,0.02132
3.95686919934137E-6,2990.62162547124,2147.8750005867,842.746624884545,0.02136
3.95687818358829E-6,2990.62242826364,2148.4291246397,842.193303623935,0.02135
3.95688743847845E-6,2990.62325520364,2149.01207934699,841.611175856644,0.02135
3.95689687773479E-6,2990.62409857956,2149.61486303895,841.009235540613,0.02138
3.95690629998712E-6,2990.62494039845,2150.20711560517,840.417824793284,0.02143
3.9569155444237E-6,2990.62576629396,2150.7701671461,839.855599147854,0.02151
3.95692478308931E-6,2990.62659163759,2151.32523343444,839.301358203148,0.02151
3.956934023602E-6,2990.62741710994,2151.8739846531,838.753432456844,0.02154
3.95694268564528E-6,2990.62819087358,2152.35146900821,838.276721865376,0.02163
3.95695094967775E-6,2990.62892905396,2152.79906973523,837.829859318734,0.02164
3.95695941443676E-6,2990.62968513403,2153.2815045666,837.348180567435,0.02159
3.95696845915622E-6,2990.63049298305,2153.8407654897,836.789727493355,0.02152
3.95697775375673E-6,2990.63132311453,2154.42154788907,836.209775225457,0.02157
3.95698666073401E-6,2990.63211859163,2154.95601980655,835.676098785081,0.02165
3.95699540479012E-6,2990.63289948554,2155.47490888179,835.157990603755,0.02169
3.95700414938428E-6,2990.633680395,2155.99357882243,834.640101572567,0.02169
3.9570126471749E-6,2990.63443923328,2156.49166344913,834.142775784151,0.02172
3.95702106571802E-6,2990.63519096463,2156.98750736752,833.647683597104,0.02173
3.95702969945605E-6,2990.63596188045,2157.51873158866,833.117230291795,0.0217
3.95703894666886E-6,2990.63678753897,2158.1183904444,832.518397094567,0.02168
3.95704829842735E-6,2990.63762249512,2158.72118465461,831.916437840508,0.02173
3.95705674664315E-6,2990.63837674801,2159.20218637913,831.436190368878,0.02195
3.95706453941523E-6,2990.63907245628,2159.6240981916,831.014974264682,0.02195
3.95707242008464E-6,2990.63977598544,2160.07837773205,830.561398253384,0.02185
3.95708110541101E-6,2990.64055131797,2160.64177265205,829.998778665921,0.02173
3.95709078779316E-6,2990.64141561912,2161.32216467425,829.319250944871,0.0217
3.95709972870778E-6,2990.64221369753,2161.87918010156,828.763033595969,0.02193
3.9571078295243E-6,2990.64293675829,2162.33633007798,828.306606680304,0.02204
3.95711598621949E-6,2990.64366477847,2162.81636434753,827.827300430935,0.02187
3.95712480014824E-6,2990.64445142779,2163.38262879176,827.261822636031,0.02187
3.9571339495436E-6,2990.64526798281,2163.98272717744,826.662540805365,0.02189
3.9571426683407E-6,2990.64604607516,2164.52667642995,826.119369645219,0.022
3.9571512908992E-6,2990.64681554712,2165.06462010468,825.582195442432,0.02201
3.95716017968292E-6,2990.64760874377,2165.63546881812,825.012139925642,0.02199
3.95716908367842E-6,2990.64840326418,2166.19713799961,824.451265264574,0.02204
3.95717756358643E-6,2990.64915991114,2166.70920518042,823.939954730716,0.02211
3.95718601741184E-6,2990.64991420037,2167.22554081652,823.424373383853,0.02206
3.95719478045187E-6,2990.65069604709,2167.78414632012,822.866549726971,0.02206
3.95720367953522E-6,2990.65148999832,2168.35133570914,822.300154289173,0.02209
3.95721239866507E-6,2990.65226786195,2168.89392704284,821.758340819114,0.02215
3.95722120610567E-6,2990.65305357129,2169.44480918709,821.208244384199,0.02216
3.95723012866224E-6,2990.65384951647,2170.00716554743,820.646683969041,0.02217
3.95723886998435E-6,2990.65462926165,2170.54506421895,820.1095650427,0.02222
3.95724744373645E-6,2990.65539402766,2171.0617247193,819.593669308362,0.02227
3.95725611922605E-6,2990.6561678367,2171.59101800822,819.065149828484,0.02229
3.95726476012877E-6,2990.65693852898,2172.11564344528,818.541295083694,0.02229
3.95727305009234E-6,2990.65767789075,2172.60067663966,818.057001251084,0.02235
3.95728114993637E-6,2990.658400268,2173.06799557222,817.590404695782,0.02237
3.9572893807252E-6,2990.65913429488,2173.56899843288,817.090135862002,0.02231
3.95729815688503E-6,2990.65991692657,2174.13869504891,816.52122187766,0.02226
3.95730690532903E-6,2990.66069705406,2174.69844742761,815.962249626453,0.02233
3.95731519652113E-6,2990.66143637687,2175.2039769762,815.457459400671,0.02239
3.95732349468624E-6,2990.66217629221,2175.72022899034,814.941947301877,0.02239
3.95733246810535E-6,2990.66297638441,2176.32317899998,814.339797384424,0.0223
3.95734190481594E-6,2990.66381774789,2176.96694187044,813.696875877449,0.02234
3.95735065435311E-6,2990.66459781016,2177.51472471855,813.149873091614,0.02251
3.95735907757173E-6,2990.66534874887,2178.02414189281,812.641206856058,0.02255
3.95736786425089E-6,2990.66613205833,2178.57907992215,812.08705213618,0.02249
3.95737710341021E-6,2990.66695566981,2179.17163045449,811.495325215325,0.0225
3.95738566328896E-6,2990.66771869543,2179.67089087846,810.996827816968,0.02269
3.95739372406221E-6,2990.66843720243,2180.12275779015,810.545679412284,0.02269
3.95740206214134E-6,2990.66918039837,2180.61679509151,810.052385306867,0.0226
3.957411067733E-6,2990.66998305835,2181.18844299993,809.481540058418,0.02254
3.95741986273291E-6,2990.67076691521,2181.72215295222,808.948613962993,0.02265
3.95742795255555E-6,2990.67148789392,2182.17056535953,808.500922534388,0.02278
3.95743607594363E-6,2990.67221183605,2182.63012533904,808.04208649701,0.02261
3.9574448677465E-6,2990.67299531453,2183.18034376396,807.49265155057,0.02261
3.95745437273112E-6,2990.67384231099,2183.79937147179,806.874470839202,0.02263
3.9574631030711E-6,2990.67462024444,2184.31599076218,806.358629482259,0.02282
3.95747143018049E-6,2990.67536221709,2184.78903447622,805.886327740866,0.02287
3.95747994073544E-6,2990.67612050487,2185.2837175185,805.392402986372,0.02284
3.95748861810428E-6,2990.67689362403,2185.79139216989,804.885501454137,0.02285
3.9574969231252E-6,2990.67763353849,2186.2585206211,804.419112917383,0.02295
3.95750486592804E-6,2990.67834115463,2186.69390115191,803.984440002718,0.02295
3.95751274901494E-6,2990.67904342423,2187.13664709405,803.542396330183,0.02291
3.95752086392619E-6,2990.67976631845,2187.61968960493,803.060076713525,0.02285
3.95752931026269E-6,2990.68051870704,2188.15148961927,802.529029087768,0.02282
3.95753801003094E-6,2990.6812936393,2188.71507020064,801.966223438653,0.02284
3.95754681555534E-6,2990.68207795903,2189.28976316226,801.392314796769,0.02288
3.95755569747039E-6,2990.68286904959,2189.86816876819,800.814700281396,0.02297
3.95756445643912E-6,2990.68364915678,2190.42456647475,800.259082682031,0.02297
3.95757293396824E-6,2990.68440416683,2190.94284014161,799.741564025222,0.02304
3.95758138555105E-6,2990.6851568357,2191.45953431342,799.225622522277,0.02304
3.95759034744999E-6,2990.68595491839,2192.03573144786,798.650223470535,0.02299
3.95759977392037E-6,2990.68679433566,2192.64860009012,798.038194245541,0.02302
3.95760859056474E-6,2990.68757941439,2193.17325545135,797.514323963036,0.02317
3.95761690304799E-6,2990.68831956979,2193.64026458027,797.048054989515,0.02324
3.95762520593731E-6,2990.68905884161,2194.11097864105,796.578080200558,0.0232
3.95763364464195E-6,2990.68981017612,2194.5991296908,796.090680485326,0.0232
3.95764225009695E-6,2990.69057632597,2195.1086697649,795.581906561073,0.02319
3.95765108238264E-6,2990.69136263799,2195.64232300168,795.049039636307,0.02319
3.95765977748266E-6,2990.69213670439,2196.15176752364,794.540369180742,0.02327
3.95766801485962E-6,2990.69286999313,2196.61251067024,794.080359322884,0.02335
3.95767628342766E-6,2990.69360602949,2197.0838053158,793.609800713687,0.02328
3.95768497976523E-6,2990.6943801129,2197.60481166609,793.089568446811,0.02328
3.95769389542649E-6,2990.69517368551,2198.14307598018,792.552097705326,0.02331
3.95770220622497E-6,2990.69591338956,2198.60663750015,792.089275889414,0.02345
3.95771009572519E-6,2990.69661556873,2199.03517905431,791.661436514422,0.02348
3.95771821080191E-6,2990.69733779699,2199.50365120773,791.193686589266,0.02339
3.95772698457898E-6,2990.69811861699,2200.0524576672,790.645660949798,0.02331
3.95773604164668E-6,2990.69892461405,2200.62259081229,790.076333801763,0.02347
3.95774472351328E-6,2990.69969718887,2201.14405177699,789.555645411888,0.02347
3.95775333914236E-6,2990.70046383774,2201.65673475326,789.043729084479,0.0235
3.95776212333912E-6,2990.70124545386,2202.18381579926,788.517429654598,0.0235
3.95777073232828E-6,2990.70201144822,2202.68115772677,788.020853721447,0.02358
3.95777899195743E-6,2990.70274632828,2203.13966877315,787.563077555123,0.02365
3.95778728354523E-6,2990.70348402261,2203.60472076904,787.09876325357,0.02363
3.95779569218035E-6,2990.70423210068,2204.08281575875,786.621416341932,0.02369
3.95780384976743E-6,2990.70495781543,2204.53190966309,786.173048152334,0.02369
3.95781169159813E-6,2990.70565541321,2204.95661287232,785.749042540888,0.02372
3.95781965099188E-6,2990.7063634425,2205.40689093646,785.29947250604,0.02366
3.95782808275882E-6,2990.70711346247,2205.91858518641,784.788528276057,0.0236
3.95783671780425E-6,2990.70788153308,2206.44722348772,784.260658045354,0.02375
3.95784493444295E-6,2990.70861235779,2206.92840085892,783.780211498865,0.02375
3.95785307584936E-6,2990.7093364627,2207.40862526117,783.300711201522,0.02375
3.95786158728069E-6,2990.71009344787,2207.93308978326,782.777003664614,0.02371
3.95787017216152E-6,2990.71085693427,2208.46056332792,782.250293606352,0.02375
3.95787838885086E-6,2990.71158764665,2208.94066728872,781.770920357925,0.02385
3.95788652202439E-6,2990.71231090368,2209.42179993232,781.290510971365,0.02383
3.95789513113692E-6,2990.71307645381,2209.9584360221,780.754640431713,0.02381
3.95790396550453E-6,2990.7138620016,2210.51143492981,780.202427071794,0.02381
3.95791243328691E-6,2990.71461492167,2211.01590435088,779.698710570792,0.02392
3.95792079391568E-6,2990.71535828418,2211.51110135026,779.204256933917,0.02393
3.95792948490243E-6,2990.71613098808,2212.03942205014,778.67670893794,0.02391
3.95793833530242E-6,2990.71691783219,2212.57800069518,778.138917137012,0.02394
3.95794687305381E-6,2990.71767684876,2213.06476746377,777.652909384995,0.02406
3.95795502906257E-6,2990.718401899,2213.51327968362,777.205122215382,0.02406
3.95796332261626E-6,2990.71913914768,2213.98123740169,776.737901745987,0.02406
3.95797173839185E-6,2990.71988723128,2214.46153236767,776.258354863614,0.02406
3.95797986701215E-6,2990.72060976089,2214.91262826582,775.807981495077,0.02412
3.95798791693054E-6,2990.72132526724,2215.36205114539,775.359274121854,0.02413
3.95799626995805E-6,2990.72206768592,2215.84868745155,774.87338023437,0.0241
3.95800489129614E-6,2990.72283392099,2216.36364626475,774.35918765624,0.0241
3.95801338911346E-6,2990.72358914705,2216.85920007564,773.864389071405,0.02418
3.95802157860902E-6,2990.72431694259,2217.3163652306,773.407951711993,0.02426
3.95802949308258E-6,2990.72502027001,2217.74829967961,772.976720590406,0.02429
3.95803734053849E-6,2990.72571761556,2218.17947845729,772.546239158263,0.02429
3.95804538690874E-6,2990.72643260997,2218.64144288167,772.084989728299,0.02424
3.95805366622313E-6,2990.7271682749,2219.12878389652,771.598384378375,0.02424
3.95806162185649E-6,2990.72787515145,2219.58061019533,771.147264956116,0.02432
3.95806934242582E-6,2990.72856111629,2220.01479363436,770.713767481937,0.02435
3.95807728022235E-6,2990.72926635514,2220.48245810848,770.246808246657,0.02429
3.95808562545155E-6,2990.73000776373,2221.00110424639,769.728903517342,0.02431
3.95809399160103E-6,2990.73075100122,2221.51700220164,769.213748799584,0.02431
3.95810223495107E-6,2990.73148330027,2222.01885493379,768.712628366476,0.02437
3.95811061955085E-6,2990.73222811763,2222.53209531119,768.200132806435,0.02438
3.9581189183877E-6,2990.7329652871,2223.03015763731,767.702807649799,0.02444
3.95812693526032E-6,2990.73367738245,2223.49218520609,767.241492176356,0.02451
3.95813504268578E-6,2990.73439749333,2223.97118481136,766.763212681969,0.02444
3.95814357735015E-6,2990.73515552188,2224.49326622691,766.241889294968,0.02444
3.95815178439018E-6,2990.73588442241,2224.96933958099,765.766544841421,0.02456
3.95815948212336E-6,2990.73656806332,2225.39049960347,765.346068459851,0.02465
3.95816726806411E-6,2990.73725951238,2225.83512292513,764.902136587248,0.02457
3.9581757528876E-6,2990.73801299805,2226.35836287267,764.379650125378,0.02454
3.9581844089515E-6,2990.73878165901,2226.89202282659,763.846758832419,0.02454
3.95819237796836E-6,2990.73948928183,2227.34005452969,763.399434752148,0.02472
3.95820012619878E-6,2990.74017727366,2227.77307125142,762.967106022245,0.02473
3.95820826470192E-6,2990.74089989165,2228.25319931098,762.487700580679,0.02465
3.95821673807073E-6,2990.74165221247,2228.77119591058,761.970456301891,0.02476
3.95822486078183E-6,2990.74237337096,2229.23855653144,761.503816839521,0.02476
3.95823261418659E-6,2990.74306171518,2229.67321822713,761.069843488053,0.02481
3.9582405914169E-6,2990.74376990387,2230.14039389929,760.60337600458,0.02474
3.95824894831365E-6,2990.74451176892,2230.64977310153,760.094738667382,0.0247
3.95825714563142E-6,2990.74523943885,2231.13353427141,759.611705167438,0.02479
3.95826511287317E-6,2990.74594665774,2231.59468369908,759.15126295866,0.02482
3.95827326218434E-6,2990.74667001025,2232.07768876694,758.668981243313,0.02482
3.95828145289863E-6,2990.74739700937,2232.56206107917,758.185335930194,0.02485
3.95828949137408E-6,2990.7481104682,2233.02573682234,757.722373645855,0.02492
3.95829757657039E-6,2990.74882804605,2233.49612720538,757.25270084067,0.02492
3.95830588475665E-6,2990.74956538578,2233.98770605037,756.761859335412,0.02502
3.95831387671793E-6,2990.75027463331,2234.43794999846,756.312324634843,0.02502
3.95832148331773E-6,2990.75094965667,2234.84924788385,755.901701772813,0.02508
3.9583291372288E-6,2990.75162885369,2235.27343923604,755.478189617655,0.02503
3.95833718470973E-6,2990.75234294868,2235.74952451867,755.002818430016,0.02494
3.95834542426688E-6,2990.75307405908,2236.24134812138,754.511725937702,0.0251
3.95835327011327E-6,2990.753770208,2236.68554248252,754.068227725482,0.0251
3.95836097043164E-6,2990.75445341903,2237.12403924062,753.630414178409,0.0251
3.95836906382125E-6,2990.75517147815,2237.61161257634,753.143558901803,0.02502
3.95837762666414E-6,2990.75593115764,2238.14841457003,752.607516587603,0.025
3.95838583140588E-6,2990.75665903782,2238.63047862363,752.126180414188,0.02526
3.9583935485838E-6,2990.75734363788,2239.06051292363,751.696830714242,0.02526
3.95840141959176E-6,2990.7580418583,2239.51555414845,751.242487709853,0.02519
3.95840992288681E-6,2990.75879613798,2240.0418946517,750.716901486283,0.0251
3.95841832675167E-6,2990.75954156757,2240.53910963045,750.220431937119,0.02523
3.95842614051556E-6,2990.76023462779,2240.96883349435,749.791401133442,0.0253
3.95843399660385E-6,2990.76093141591,2241.41374114703,749.347190268886,0.0253
3.95844228791706E-6,2990.76166677744,2241.9055568255,748.856109951933,0.02524
3.95845046679215E-6,2990.76239213812,2242.37726777679,748.385124361329,0.02533
3.95845844174647E-6,2990.76309938629,2242.82979155566,747.933307830637,0.02537
3.95846662462536E-6,2990.76382504587,2243.30694299553,747.45688205034,0.02538
3.95847486835475E-6,2990.76455607291,2243.78420505787,746.980351015037,0.02538
3.95848294312788E-6,2990.76527208946,2244.24221717815,746.523054911305,0.02543
3.95849108474082E-6,2990.76599400485,2244.70695053931,746.059043465534,0.02544
3.95849924877264E-6,2990.76671787982,2245.17131375363,745.595404126189,0.02546
3.95850734459915E-6,2990.7674356793,2245.62758199299,745.139853686308,0.0255
3.95851544492364E-6,2990.76815384971,2246.0828592053,744.685294644406,0.02556
3.95852342598991E-6,2990.76886141946,2246.52518995953,744.243671459935,0.02556
3.95853139513013E-6,2990.76956790489,2246.96690061647,743.802667288422,0.02558
