t [s],U_a [V],U_m [V],U_g [V],I [A]
3.98091143510561E-6,2992.64710916877,2685.87364643971,306.773462729064,0.0997
3.98092255466479E-6,2992.64798909066,2685.9386476703,306.70934142036,0.09977
3.98093367422397E-6,2992.64886895997,2686.00510029772,306.643768662248,0.09961
3.98094479378315E-6,2992.64974877668,2686.07083227588,306.578916500803,0.09972
3.98095591334233E-6,2992.65062854081,2686.13905744736,306.511571093442,0.09948
3.98096703290151E-6,2992.65150825234,2686.20846925838,306.443038993959,0.09945
3.98097815246069E-6,2992.65238791129,2686.27777337423,306.374614537063,0.09957
3.98098927201987E-6,2992.65326751765,2686.34739468335,306.305872834298,0.0996
3.98100039157905E-6,2992.65414707142,2686.41817326677,306.235973804648,0.09956
3.98101151113823E-6,2992.6550265726,2686.48958327246,306.165443300135,0.09958
3.98102263069741E-6,2992.65590602119,2686.56068666875,306.095219352442,0.09969
3.9810337502566E-6,2992.65678541719,2686.63486917925,306.021916237945,0.09942
3.98104486981578E-6,2992.65766476061,2686.70702210593,305.950642654679,0.09976
3.98105598937496E-6,2992.65854405143,2686.77976606034,305.878777991098,0.09972
3.98106710893414E-6,2992.65942328967,2686.85269474667,305.806728542999,0.09973
3.98107822849332E-6,2992.66030247532,2686.92411207415,305.736190401165,0.09991
3.9810893480525E-6,2992.66118160838,2686.99542666363,305.665754944745,0.09988
3.98110046761168E-6,2992.66206068885,2687.06660663993,305.595454048918,0.09986
3.98111158717086E-6,2992.66293971673,2687.13711707836,305.525822638366,0.0999
3.98112270673004E-6,2992.66381869202,2687.20800054366,305.455818148354,0.09982
3.98113382628922E-6,2992.66469761472,2687.27761840753,305.387079207195,0.09993
3.9811449458484E-6,2992.66557648483,2687.34868222925,305.316894255585,0.09973
3.98115606540758E-6,2992.66645530236,2687.42122256069,305.245232741671,0.09959
3.98116718496677E-6,2992.66733406729,2687.49083755887,305.176496508426,0.09996
3.98117830452595E-6,2992.66821277964,2687.55882261053,305.109390169107,0.10007
3.98118942408513E-6,2992.6690914394,2687.62502672846,305.044064710935,0.10017
3.98120054364431E-6,2992.66997004656,2687.69237683268,304.977593213885,0.09994
3.98121166320349E-6,2992.67084860114,2687.7594013354,304.911447265746,0.09994
3.98122278276267E-6,2992.67172710313,2687.83048635388,304.841240749252,0.09949
3.98123390232185E-6,2992.67260555253,2687.9064635949,304.766141957632,0.09912
3.98124502188103E-6,2992.67348394934,2687.97773389274,304.695750056601,0.09987
3.98125614144021E-6,2992.67436229357,2688.04902530987,304.625336983698,0.09988
3.98126726099939E-6,2992.6752405852,2688.12041224821,304.554828336984,0.09991
3.98127838055857E-6,2992.67611882424,2688.19105272041,304.485066103827,0.10001
3.98128950011775E-6,2992.6769970107,2688.26089341944,304.41610359126,0.10008
3.98130061967694E-6,2992.67787514456,2688.33132941879,304.346545725773,0.09998
3.98131173923612E-6,2992.67875322584,2688.40033964961,304.278413576225,0.10013
3.9813228587953E-6,2992.67963125452,2688.46908313357,304.210548120955,0.10009
3.98133397835448E-6,2992.68050923062,2688.53755902248,304.142950208135,0.10007
3.98134509791366E-6,2992.68138715413,2688.60742622544,304.073960928686,0.09989
3.98135621747284E-6,2992.68226502505,2688.67530129788,304.006963727166,0.10012
3.98136733703202E-6,2992.68314284337,2688.74283554836,303.940307295017,0.1001
3.9813784565912E-6,2992.68402060911,2688.81218791759,303.871832691528,0.09987
3.98138957615038E-6,2992.68489832226,2688.88091219334,303.803986128918,0.09998
3.98140069570956E-6,2992.68577598282,2688.94898680527,303.736789177552,0.10006
3.98141181526874E-6,2992.68665359079,2689.01882598714,303.667827603657,0.09987
3.98142293482793E-6,2992.68753114618,2689.08894783109,303.598583315091,0.0999
3.98143405438711E-6,2992.68840864897,2689.15626000152,303.532148647445,0.10025
3.98144517394629E-6,2992.68928609917,2689.22309629158,303.466189807591,0.10024
3.98145629350547E-6,2992.69016349678,2689.28850717656,303.401656320221,0.10034
3.98146741306465E-6,2992.69104084181,2689.3541635902,303.336877251608,0.10023
3.98147853262383E-6,2992.69191813424,2689.4204551902,303.271462944038,0.10012
3.98148965218301E-6,2992.69279537409,2689.48533213787,303.207463236218,0.10025
3.98150077174219E-6,2992.69367256134,2689.5510582897,303.142614271642,0.10011
3.98151189130137E-6,2992.69454969601,2689.6158796856,303.078670010405,0.10021
3.98152301086055E-6,2992.69542677808,2689.678237435,303.017189343086,0.10044
3.98153413041973E-6,2992.69630380757,2689.74051939951,302.955784408057,0.10036
3.98154524997892E-6,2992.69718078447,2689.80242822496,302.894752559505,0.10034
3.9815563695381E-6,2992.69805770877,2689.86604043766,302.832017271115,0.1001
3.98156748909728E-6,2992.69893458049,2689.9310852041,302.767849376397,0.09999
3.98157860865646E-6,2992.69981139962,2689.99393997568,302.705871423935,0.10029
3.98158972821564E-6,2992.70068816616,2690.05612836757,302.644559798592,0.10035
3.98160084777482E-6,2992.70156488011,2690.11817626404,302.583388616063,0.10034
3.981611967334E-6,2992.70244154146,2690.17972817467,302.52271336679,0.10038
3.98162308689318E-6,2992.70331815023,2690.23988821429,302.463429935945,0.1005
3.98163420645236E-6,2992.70419470641,2690.2998334693,302.404361237113,0.10046
3.98164532601154E-6,2992.70507121,2690.3582739555,302.346797254505,0.10058
3.98165644557072E-6,2992.705947661,2690.41755417394,302.288393487063,0.1004
3.9816675651299E-6,2992.70682405941,2690.47948000931,302.227344050102,0.1001
3.98167868468909E-6,2992.70770040523,2690.53910417003,302.168596235204,0.10043
3.98168980424827E-6,2992.70857669846,2690.59921286717,302.109363831293,0.10036
3.9817022194937E-6,2992.70955503802,2690.67074270312,302.038812334902,0.09993
3.98171463473914E-6,2992.71053331201,2690.74199469137,301.968538620641,0.10014
3.98172704998457E-6,2992.71151152045,2690.81575645232,301.895755068124,0.10004
3.98173946523001E-6,2992.71248966332,2690.88983833151,301.82265133181,0.10018
3.98175188047544E-6,2992.71346774064,2690.96643183274,301.747035907894,0.10009
3.98176429572088E-6,2992.71444575239,2691.04286512178,301.671580630607,0.10028
3.98177671096631E-6,2992.71542369859,2691.12375065769,301.591673040895,0.09998
3.98178912621175E-6,2992.71640157922,2691.20537637974,301.511025199483,0.10012
3.98180154145718E-6,2992.7173793943,2691.29088285568,301.426496538619,0.09992
3.98181395670262E-6,2992.71835714381,2691.37634589464,301.342011249175,0.10015
3.98182637194805E-6,2992.71933482777,2691.46434928761,301.254985540154,0.10006
3.98183878719349E-6,2992.72031244616,2691.5529771267,301.167335319459,0.10017
3.98185120243892E-6,2992.721289999,2691.64180796339,301.079482035613,0.10027
3.98186361768436E-6,2992.72226748627,2691.73127475987,300.990992726408,0.10028
3.9818760329298E-6,2992.72324490799,2691.82226759233,300.90097731566,0.1002
3.98188844817523E-6,2992.72422226415,2691.91224707186,300.811975192283,0.10036
3.98190086342067E-6,2992.72519955474,2692.00272643646,300.722473118277,0.10032
3.9819132786661E-6,2992.72617677978,2692.09356131448,300.632615465293,0.10029
3.98192569391154E-6,2992.72715393925,2692.18627313129,300.54088080796,0.10012
3.98193810915697E-6,2992.72813103317,2692.27732583137,300.450805201792,0.10034
3.98195052440241E-6,2992.72910806152,2692.3681081797,300.360999881817,0.10035
3.98196293964784E-6,2992.73008502432,2692.45806954855,300.272015475764,0.10041
3.98197535489328E-6,2992.73106192155,2692.54922832184,300.18183359971,0.10025
3.98198777013871E-6,2992.73203875322,2692.64156998305,300.090468770172,0.10015
3.98200018538415E-6,2992.73301551934,2692.73259648666,300.000419032679,0.10032
3.98201260062958E-6,2992.73399221989,2692.82498985329,299.909002366598,0.10017
3.98202501587502E-6,2992.73496885488,2692.91734745215,299.817621402735,0.10021
3.98203743112045E-6,2992.73594542432,2693.00959909133,299.726346332989,0.10025
3.98204984636589E-6,2992.73692192819,2693.10215826998,299.634763658205,0.10024
3.98206226161132E-6,2992.7378983665,2693.19516907468,299.542729291822,0.10022
3.98207467685676E-6,2992.73887473925,2693.28876792468,299.450106814578,0.10019
3.98208709210219E-6,2992.73985104644,2693.38188017436,299.357970872084,0.10028
3.98209950734763E-6,2992.74082728808,2693.474354529,299.266472759079,0.10035
3.98211192259306E-6,2992.74180346415,2693.56762914053,299.174174323613,0.10026
3.9821243378385E-6,2992.74277957466,2693.66101828836,299.081761286297,0.10026
3.98213675308394E-6,2992.74375561961,2693.75270292749,298.991052692115,0.10043
3.98214916832937E-6,2992.74473159899,2693.84462674411,298.900104854883,0.10036
3.98216158357481E-6,2992.74570751282,2693.93428679225,298.811420720577,0.10055
3.98217399882024E-6,2992.74668336109,2694.02419241541,298.722490945684,0.10042
3.98218641406568E-6,2992.7476591438,2694.11600662045,298.631652523345,0.10019
3.98219882931111E-6,2992.74863486094,2694.20464643862,298.543988422324,0.10052
3.98221124455655E-6,2992.74961051253,2694.29367772409,298.455932788443,0.10039
3.98222365980198E-6,2992.75058609856,2694.38320470371,298.367381394848,0.1003
3.98223607504742E-6,2992.75156161902,2694.47105364749,298.280507971534,0.10046
3.98224849029285E-6,2992.75253707392,2694.55672328658,298.195813787349,0.10061
3.98226090553829E-6,2992.75351246327,2694.64174351829,298.111768944975,0.10056
3.98227332078372E-6,2992.75448778705,2694.72438429664,298.030103490409,0.1007
3.98228573602916E-6,2992.75546304527,2694.80583344839,297.949629596882,0.10068
3.98229815127459E-6,2992.75643823793,2694.88534650836,297.871091729571,0.10074
3.98231056652003E-6,2992.75741336503,2694.9647743185,297.79263904653,0.10059
3.98232298176546E-6,2992.75838842657,2695.04292195136,297.715466475216,0.10063
3.9823353970109E-6,2992.75936342255,2695.1201288162,297.639234606348,0.10062
3.98234781225633E-6,2992.76033835297,2695.19484030421,297.56549804876,0.10077
3.98236022750177E-6,2992.76131321783,2695.26804931184,297.493263905982,0.10079
3.9823726427472E-6,2992.76228801712,2695.3397642388,297.422523778318,0.10081
3.98238505799264E-6,2992.76326275086,2695.41168747127,297.351575279584,0.10066
3.98239747323808E-6,2992.76423741903,2695.48119070335,297.283046715684,0.10084
3.98240988848351E-6,2992.76521202164,2695.55095276521,297.214259256431,0.1007
3.98242230372895E-6,2992.7661865587,2695.62006680441,297.146119754289,0.10071
3.98243471897438E-6,2992.76716103019,2695.68920014652,297.077960883667,0.10067
3.98244713421982E-6,2992.76813543612,2695.75794531553,297.010190120584,0.10069
3.98245954946525E-6,2992.76910977649,2695.82644880732,296.942660969165,0.1007
3.98247196471069E-6,2992.77008405129,2695.89470552884,296.875378522451,0.10072
3.98248437995612E-6,2992.77105826054,2695.96386839281,296.807189867732,0.10064
3.98249679520156E-6,2992.77203240423,2696.0354869384,296.736545465831,0.10045
3.98250921044699E-6,2992.77300648235,2696.10512821405,296.667878268305,0.10076
3.98252162569243E-6,2992.77398049492,2696.17594604461,296.598034450305,0.10066
3.98253404093786E-6,2992.77495444192,2696.24794273038,296.527011711539,0.10061
3.9825464561833E-6,2992.77592832336,2696.31777330796,296.458155015402,0.1009
3.98255887142873E-6,2992.77690213924,2696.38896835376,296.387933785476,0.10075
3.98257128667417E-6,2992.77787588956,2696.4604382275,296.317437662057,0.10076
3.9825837019196E-6,2992.77884957431,2696.53163631499,296.247213259323,0.10081
3.98259611716504E-6,2992.77982319351,2696.60276847869,296.177054714822,0.10083
3.98260853241047E-6,2992.78079674714,2696.67458511631,296.106211630839,0.10077
3.98262094765591E-6,2992.78177023522,2696.74438991746,296.037380317761,0.10099
3.98263336290135E-6,2992.78274365773,2696.81366417586,295.969079481872,0.10099
3.98264577814678E-6,2992.78371701468,2696.88164043727,295.902076577406,0.10106
3.98265819339222E-6,2992.78469030607,2696.94934025937,295.835350046699,0.10101
3.98267060863765E-6,2992.7856635319,2697.01523254589,295.770430986008,0.10112
3.98268302388309E-6,2992.78663669216,2697.07940557124,295.707231120929,0.10119
3.98269543912852E-6,2992.78760978687,2697.14357784684,295.644031940033,0.10106
3.98270785437396E-6,2992.78858281601,2697.2083244246,295.580258391412,0.10093
3.98272026961939E-6,2992.7895557796,2697.27075421835,295.518801561248,0.10114
3.98273268486483E-6,2992.79052867762,2697.33293181137,295.457596866249,0.10107
3.98274510011026E-6,2992.79150151007,2697.39408887089,295.397412639186,0.10112
3.9827575153557E-6,2992.79247427697,2697.45347954779,295.338994729184,0.10124
3.98276993060113E-6,2992.79344697831,2697.51158194882,295.281865029488,0.10128
3.98278234584657E-6,2992.79441961408,2697.56936456045,295.225055053636,0.10121
3.982794761092E-6,2992.79539218429,2697.62594559258,295.16944659171,0.10126
3.98280717633744E-6,2992.79636468894,2697.68189322652,295.114471462427,0.10125
3.98281959158287E-6,2992.79733712803,2697.73624726892,295.061089859114,0.10135
3.98283200682831E-6,2992.79830950156,2697.78986073397,295.008448767591,0.10134
3.98284442207374E-6,2992.79928180953,2697.8430655423,294.956216267224,0.10131
3.98285683731918E-6,2992.80025405193,2697.89599351836,294.904260533576,0.10128
3.98286925256461E-6,2992.80122622877,2697.95017450398,294.851051724797,0.10113
3.98288166781005E-6,2992.80219834005,2698.00382985593,294.798368484122,0.10122
3.98289408305549E-6,2992.80317038577,2698.05660345324,294.746566932528,0.10132
3.98290649830092E-6,2992.80414236593,2698.10888609912,294.695256266808,0.10137
3.98291891354636E-6,2992.80511428052,2698.15989896163,294.645215318893,0.10148
3.9829330816559E-6,2992.80622333617,2698.22282464186,294.583398694302,0.10099
3.98294724976545E-6,2992.80733230643,2698.28520062296,294.522131683465,0.10118
3.982961417875E-6,2992.8084411913,2698.35021311211,294.458228079194,0.10106
3.98297558598455E-6,2992.8095499908,2698.4148018335,294.394748157306,0.10126
3.9829897540941E-6,2992.81065870492,2698.48309453515,294.327564169762,0.10105
3.98300392220365E-6,2992.81176733365,2698.55247493321,294.259292400441,0.10115
3.9830180903132E-6,2992.812875877,2698.62597955968,294.186896317322,0.10097
3.98303225842275E-6,2992.81398433497,2698.70081926872,294.113165066249,0.10108
3.9830464265323E-6,2992.81509270756,2698.77844548793,294.036647219626,0.10104
3.98306059464185E-6,2992.81620099476,2698.85644875381,293.95975224095,0.10122
3.9830747627514E-6,2992.81730919659,2698.93779732611,293.879511870475,0.10107
3.98308893086094E-6,2992.81841731303,2699.01989833887,293.798518974163,0.10119
3.98310309897049E-6,2992.81952534409,2699.10181860635,293.717706737742,0.10132
3.98311726708004E-6,2992.82063328977,2699.18199090271,293.638642387052,0.10152
3.98313143518959E-6,2992.82174115006,2699.26244120254,293.55929994752,0.10147
3.98314560329914E-6,2992.82284892497,2699.34187802201,293.480970902965,0.10153
3.98315977140869E-6,2992.82395661451,2699.42238030038,293.401576314127,0.10138
3.98317393951824E-6,2992.82506421865,2699.50585478951,293.319209429146,0.10112
3.98318810762779E-6,2992.82617173742,2699.58842606565,293.237745671769,0.10128
3.98320227573734E-6,2992.82727917081,2699.67507463711,293.152204533696,0.10097
3.98321644384689E-6,2992.82838651881,2699.76021157147,293.068174947337,0.10125
3.98323061195643E-6,2992.82949378143,2699.84355469606,292.985939085371,0.10146
3.98324478006598E-6,2992.83060095867,2699.92679986379,292.903801094878,0.10145
3.98325894817553E-6,2992.83170805052,2700.00887501045,292.822833040073,0.10153
3.98327311628508E-6,2992.83281505699,2700.0897155717,292.743099485299,0.10158
3.98328728439463E-6,2992.83392197809,2700.16842647674,292.665495501341,0.10168
3.98330145250418E-6,2992.83502881379,2700.24768709635,292.587341717447,0.10151
3.98331562061373E-6,2992.83613556412,2700.3252735476,292.510862016514,0.10159
3.98332978872328E-6,2992.83724222906,2700.4017616463,292.435480582766,0.10159
3.98334395683283E-6,2992.83834880862,2700.47612707558,292.362221733044,0.10168
3.98335812494238E-6,2992.8394553028,2700.54845955707,292.290995745728,0.10174
3.98337229305192E-6,2992.8405617116,2700.61887632966,292.221685381934,0.10178
3.98338646116147E-6,2992.84166803501,2700.68658686267,292.155081172335,0.10187
3.98340062927102E-6,2992.84277427304,2700.75257248794,292.090201785102,0.10186
3.98341479738057E-6,2992.84388042568,2700.81594002388,292.027940401807,0.10193
3.98342896549012E-6,2992.84498649295,2700.87989619618,291.965090296773,0.10171
3.98344313359967E-6,2992.84609247483,2700.94215180348,291.903940671352,0.10179
3.98345730170922E-6,2992.84719837133,2701.00155803664,291.845640334692,0.10195
3.98347146981877E-6,2992.84830418245,2701.05975802995,291.7885461525,0.10193
3.98348563792832E-6,2992.84940990818,2701.11688013569,291.732529772488,0.10193
3.98349980603787E-6,2992.85051554853,2701.17377207812,291.676743470411,0.10186
3.98351397414741E-6,2992.8516211035,2701.23669948702,291.614921616472,0.10131
3.98352814225696E-6,2992.85272657308,2701.29884426228,291.553882310805,0.10156
3.98354231036651E-6,2992.85383195728,2701.35747464237,291.496357314914,0.10198
3.98355647847606E-6,2992.8549372561,2701.41688405454,291.438053201565,0.10189
3.98357064658561E-6,2992.85604246954,2701.4758385383,291.380203931231,0.10196
3.98358481469516E-6,2992.85714759759,2701.53224282087,291.324904776717,0.10217
3.98359898280471E-6,2992.85825264026,2701.58855013928,291.269702500978,0.1021
3.98361315091426E-6,2992.85935759754,2701.64333595058,291.216021646966,0.10218
3.98362731902381E-6,2992.86046246945,2701.69804766078,291.162414808662,0.1021
3.98364148713336E-6,2992.86156725597,2701.7520898047,291.109477451264,0.1021
3.98365565524291E-6,2992.8626719571,2701.80352875415,291.059143202948,0.10228
3.98366982335245E-6,2992.86377657285,2701.85347347953,291.010303093322,0.1023
3.983683991462E-6,2992.86488110322,2701.89935994478,290.96552115844,0.10254
3.98369815957155E-6,2992.86598554821,2701.94328497839,290.922700569818,0.10252
3.9837123276811E-6,2992.86708990781,2701.98419764664,290.882892261176,0.1026
3.98372649579065E-6,2992.86819418203,2702.02314421795,290.845049964079,0.10257
3.9837406639002E-6,2992.86929837087,2702.06092331162,290.808375059245,0.10249
3.98375483200975E-6,2992.87040247432,2702.09658806108,290.773814413243,0.10254
3.9837690001193E-6,2992.87150649239,2702.12804667187,290.743459820525,0.10277
3.98378316822885E-6,2992.87261042508,2702.15713062396,290.715479801122,0.10278
3.98380065872871E-6,2992.87397310977,2702.20049625841,290.673476851361,0.102
3.98381814922858E-6,2992.87533566434,2702.2422308798,290.63310478454,0.10229
3.98383563972845E-6,2992.87669808878,2702.28411408087,290.592584007908,0.10239
3.98385313022831E-6,2992.8780603831,2702.32800227275,290.550058110348,0.10237
3.98387062072818E-6,2992.8794225473,2702.37307256132,290.506349985978,0.10245
3.98388811122805E-6,2992.88078458137,2702.4196051831,290.461179398272,0.1025
3.98390560172791E-6,2992.88214648533,2702.464961478,290.417185007324,0.10271
3.98392309222778E-6,2992.88350825915,2702.51308898558,290.370419273572,0.10258
3.98394058272765E-6,2992.88486990286,2702.56078547922,290.324084423637,0.10271
3.98395807322752E-6,2992.88623141644,2702.61166523347,290.274566182966,0.10255
3.98397556372738E-6,2992.88759279989,2702.66228099974,290.22531180015,0.10269
3.98399305422725E-6,2992.88895405322,2702.71477419306,290.174179860166,0.10264
3.98401054472712E-6,2992.89031517643,2702.76680538883,290.123509787601,0.10276
3.98402803522698E-6,2992.89167616951,2702.8207232247,290.070952944813,0.10269
3.98404552572685E-6,2992.89303703247,2702.87421730156,290.018819730917,0.1028
3.98406301622672E-6,2992.89439776531,2702.92949424382,289.964903521487,0.10273
3.98408050672658E-6,2992.89575836802,2702.98362104967,289.91213731835,0.10288
3.98409799722645E-6,2992.89711884061,2703.03690987958,289.860208961031,0.10295
3.98411548772632E-6,2992.89847918307,2703.09097131999,289.80750786308,0.1029
3.98413297822618E-6,2992.89983939541,2703.1429862503,289.75685314511,0.10305
3.98415046872605E-6,2992.90119947762,2703.19524148984,289.705957987782,0.103
3.98416795922592E-6,2992.90255942971,2703.24710858218,289.655450847538,0.10301
3.98418544972578E-6,2992.90391925168,2703.29840336805,289.605515883626,0.10304
3.98420294022565E-6,2992.90527894352,2703.35018076721,289.555098176307,0.103
3.98422043072552E-6,2992.90663850523,2703.40184632672,289.504792178517,0.10304
3.98423792122539E-6,2992.90799793682,2703.45152654369,289.456471393139,0.10319
3.98425541172525E-6,2992.90935723829,2703.50094422551,289.408413012783,0.10317
3.98427290222512E-6,2992.91071640963,2703.54754074134,289.363175668293,0.10335
3.98429039272499E-6,2992.91207545085,2703.59211209411,289.319963356734,0.10341
3.98430788322485E-6,2992.91343436194,2703.63684837213,289.276585989805,0.1033
3.98432537372472E-6,2992.91479314291,2703.68265867746,289.232134465443,0.10319
3.98434286422459E-6,2992.91615179375,2703.72706486812,289.189086925627,0.10331
3.98436035472445E-6,2992.91751031446,2703.76898987848,289.148520435985,0.10347
3.98437784522432E-6,2992.91886870505,2703.81086756475,289.108001140305,0.10342
3.98439533572419E-6,2992.92022696552,2703.85058804021,289.069638925306,0.10354
3.98441282622405E-6,2992.92158509586,2703.88715663602,289.034428459839,0.10369
3.98443031672392E-6,2992.92294309608,2703.92261746428,289.000325631791,0.10365
3.98444780722379E-6,2992.92430096617,2703.95680174408,288.967499222084,0.10366
3.98446529772365E-6,2992.92565870613,2703.98958056305,288.936078143077,0.10368
3.98448278822352E-6,2992.92701631597,2704.01994998107,288.907066334898,0.10378
3.98450027872339E-6,2992.92837379568,2704.04740911353,288.880964682155,0.10389
3.98451776922326E-6,2992.92973114527,2704.07198484298,288.857746302283,0.10397
3.98453525972312E-6,2992.93108836473,2704.09284360391,288.838244760821,0.10409
3.98455275022299E-6,2992.93244545406,2704.11267216589,288.819773288174,0.104
3.98457024072286E-6,2992.93380241327,2704.12942120013,288.80438121314,0.1041
3.98458773122272E-6,2992.93515924236,2704.14197452519,288.793184717169,0.10426
3.98460522172259E-6,2992.93651594132,2704.15255163919,288.783964302131,0.10423
3.98462271222246E-6,2992.93787251015,2704.15980612894,288.778066381206,0.10432
3.98464020272232E-6,2992.93922894885,2704.16423391939,288.774995029465,0.10437
3.98465769322219E-6,2992.94058525743,2704.16596257618,288.77462268125,0.10442
3.98467518372206E-6,2992.94194143589,2704.16503846171,288.776902974173,0.10448
3.98469267422192E-6,2992.94329748421,2704.16161739377,288.781680090448,0.10453
3.98471016472179E-6,2992.94465340241,2704.15644800114,288.788205401279,0.10454
3.98472765522166E-6,2992.94600919049,2704.14937273954,288.796636450948,0.10459
3.98474514572153E-6,2992.94736484844,2704.1401819841,288.807182864334,0.10466
3.98476263622139E-6,2992.94872037626,2704.1283000738,288.820420302453,0.10478
3.98478012672126E-6,2992.95007577395,2704.11588678894,288.834188985018,0.10474
3.98481510772099E-6,2992.95278617896,2704.13463825434,288.818147924628,0.10337
3.98484099402281E-6,2992.95479157161,2704.17100620219,288.783785369422,0.10364
3.98486688032462E-6,2992.95679667922,2704.21895254794,288.737844131284,0.10402
3.98489276662644E-6,2992.95880150179,2704.28497171392,288.67382978787,0.10395
3.98491865292825E-6,2992.96080603933,2704.36664777349,288.594158265833,0.10396
3.98494453923007E-6,2992.96281029182,2704.45747875307,288.505331538749,0.10414
3.98497042553188E-6,2992.96481425928,2704.5622571544,288.402557104881,0.10398
3.9849963118337E-6,2992.9668179417,2704.67004816193,288.296769779763,0.10425
3.98502219813551E-6,2992.96882133908,2704.78322683291,288.185594506163,0.10423
3.98504808443733E-6,2992.97082445142,2704.89856391179,288.072260539624,0.10429
3.98507397073914E-6,2992.97282727872,2705.02189274582,287.9509345329,0.10406
3.98509985704096E-6,2992.97482982098,2705.14671691034,287.828112910642,0.10417
3.98512574334277E-6,2992.9768320782,2705.27228140184,287.704550676362,0.10424
3.98515162964459E-6,2992.97883405038,2705.40288626447,287.57594778591,0.1041
3.9851775159464E-6,2992.98083573753,2705.5314683066,287.449367430922,0.10428
3.98520340224822E-6,2992.98283713963,2705.6618089873,287.321028152322,0.10422
3.98522928855003E-6,2992.98483825669,2705.78987926718,287.194958989509,0.10433
3.98525517485185E-6,2992.98683908871,2705.91457262504,287.072266463671,0.10442
3.98528106115366E-6,2992.98883963569,2706.03672681765,286.952112818037,0.10442
3.98530694745548E-6,2992.99083989763,2706.15595192427,286.834887973357,0.10444
3.98533283375729E-6,2992.99283987452,2706.26928140875,286.723558465777,0.10457
3.98535872005911E-6,2992.99483956638,2706.37489610549,286.619943460894,0.1047
3.98538460636092E-6,2992.99683897319,2706.47034004286,286.526498930339,0.10486
3.98541049266274E-6,2992.99883809497,2706.55895651838,286.439881576592,0.10483
3.98543637896455E-6,2993.0008369317,2706.63825366787,286.362583263828,0.10494
3.98546226526636E-6,2993.00283548339,2706.7086509125,286.294184570888,0.10501
3.98548815156818E-6,2993.00483375003,2706.77390054976,286.23093320027,0.10494
3.98551403786999E-6,2993.00683173164,2706.82730983372,286.179521897918,0.10521
3.98553992417181E-6,2993.0088294282,2706.87400982481,286.134819603389,0.10519
3.98556581047362E-6,2993.01082683972,2706.91354793702,286.097278902693,0.10525
3.98559169677544E-6,2993.01282396619,2706.94694493524,286.065879030953,0.10529
3.98561758307725E-6,2993.01482080762,2706.97236045036,286.042460357261,0.10544
3.98564346937907E-6,2993.01681736401,2706.99590649536,286.020910868653,0.10533
3.98566935568088E-6,2993.01881363536,2707.01543910158,286.00337453378,0.10542
3.9856952419827E-6,2993.02080962166,2707.03604575449,285.984763867166,0.10532
3.98572112828451E-6,2993.02280532291,2707.05854740615,285.964257916763,0.1053
3.98574701458633E-6,2993.02480073912,2707.07664990057,285.948150838552,0.10557
3.98577290088814E-6,2993.02679587029,2707.09557180199,285.931224068306,0.10554
3.98579878718996E-6,2993.02879071642,2707.11045487772,285.918335838691,0.10574
3.98582467349177E-6,2993.03078527749,2707.12032072109,285.910464556408,0.10589
3.98585055979359E-6,2993.03277955353,2707.13137813879,285.901401414734,0.10575
3.9858764460954E-6,2993.03477354451,2707.14035451977,285.894419024741,0.10583
3.98590233239722E-6,2993.03676725046,2707.1463943233,285.890372927157,0.10594
3.98592821869903E-6,2993.03876067136,2707.15287385305,285.885886818304,0.1059
3.98595410500085E-6,2993.04075380721,2707.15563156383,285.885122243378,0.10607
3.98597999130266E-6,2993.04274665801,2707.15523112988,285.88751552813,0.10617
3.98600587760448E-6,2993.04473922377,2707.15478002576,285.889959198007,0.10612
3.98603176390629E-6,2993.04673150448,2707.14990234683,285.896829157653,0.1063
3.98605765020811E-6,2993.04872350015,2707.14366865555,285.905054844597,0.1063
3.98608353650992E-6,2993.05071521077,2707.13399702763,285.916718183138,0.10641
3.98610942281174E-6,2993.05270663634,2707.12060557292,285.932101063422,0.10651
3.98613530911355E-6,2993.05469777687,2707.10411020239,285.950587574484,0.10657
3.98616119541537E-6,2993.05668863235,2707.08161377804,285.975074854312,0.10675
3.98618708171718E-6,2993.05867920278,2707.05611504577,286.002564157014,0.10675
3.986212968019E-6,2993.06066948816,2707.0286321656,286.032037322559,0.10676
3.98623885432081E-6,2993.0626594885,2706.99723006803,286.065429420472,0.10688
3.98626474062263E-6,2993.06464920378,2706.96265318929,286.101996014498,0.10696
3.98629062692444E-6,2993.06663863402,2706.92823432685,286.138404307175,0.10691
3.98631651322626E-6,2993.06862777922,2706.89286386918,286.175763910038,0.10698
3.98634239952807E-6,2993.07061663936,2706.85412178361,286.216494855744,0.10715
3.98636828582988E-6,2993.07260521445,2706.81471068413,286.257894530321,0.10717
3.9863941721317E-6,2993.0745935045,2706.77562727989,286.298966224602,0.10718
3.98642005843352E-6,2993.07658150949,2706.73328422707,286.343297282419,0.10736
3.98644594473533E-6,2993.07856922944,2706.68725814805,286.391311081386,0.1075
3.98647183103714E-6,2993.08055666433,2706.63866388099,286.441892783344,0.10755
3.98649771733896E-6,2993.08254381418,2706.58780412191,286.494739692264,0.1076
3.98654948994259E-6,2993.08651725872,2706.47291158752,286.613605671201,0.1074
3.98659608528586E-6,2993.09009238394,2706.40043503057,286.689657353366,0.10734
3.98664268062912E-6,2993.09366658559,2706.335043873,286.758622712587,0.1077
3.98668927597239E-6,2993.09723986368,2706.28534894892,286.811890914755,0.10772
